FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,PCT012H001,PCT012H002,PCT012H003,PCT012H004,PCT012H005,PCT012H006,PCT012H007,PCT012H008,PCT012H009,PCT012H010,PCT012H011,PCT012H012,PCT012H013,PCT012H014,PCT012H015,PCT012H016,PCT012H017,PCT012H018,PCT012H019,PCT012H020,PCT012H021,PCT012H022,PCT012H023,PCT012H024,PCT012H025,PCT012H026,PCT012H027,PCT012H028,PCT012H029,PCT012H030,PCT012H031,PCT012H032,PCT012H033,PCT012H034,PCT012H035,PCT012H036,PCT012H037,PCT012H038,PCT012H039,PCT012H040,PCT012H041,PCT012H042,PCT012H043,PCT012H044,PCT012H045,PCT012H046,PCT012H047,PCT012H048,PCT012H049,PCT012H050,PCT012H051,PCT012H052,PCT012H053,PCT012H054,PCT012H055,PCT012H056,PCT012H057,PCT012H058,PCT012H059,PCT012H060,PCT012H061,PCT012H062,PCT012H063,PCT012H064,PCT012H065,PCT012H066,PCT012H067,PCT012H068,PCT012H069,PCT012H070,PCT012H071,PCT012H072,PCT012H073,PCT012H074,PCT012H075,PCT012H076,PCT012H077,PCT012H078,PCT012H079,PCT012H080,PCT012H081,PCT012H082,PCT012H083,PCT012H084,PCT012H085,PCT012H086,PCT012H087,PCT012H088,PCT012H089,PCT012H090,PCT012H091,PCT012H092,PCT012H093,PCT012H094,PCT012H095,PCT012H096,PCT012H097,PCT012H098,PCT012H099,PCT012H100,PCT012H101,PCT012H102,PCT012H103,PCT012H104,PCT012H105,PCT012H106,PCT012H107,PCT012H108,PCT012H109,PCT012H110,PCT012H111,PCT012H112,PCT012H113,PCT012H114,PCT012H115,PCT012H116,PCT012H117,PCT012H118,PCT012H119,PCT012H120,PCT012H121,PCT012H122,PCT012H123,PCT012H124,PCT012H125,PCT012H126,PCT012H127,PCT012H128,PCT012H129,PCT012H130,PCT012H131,PCT012H132,PCT012H133,PCT012H134,PCT012H135,PCT012H136,PCT012H137,PCT012H138,PCT012H139,PCT012H140,PCT012H141,PCT012H142,PCT012H143,PCT012H144,PCT012H145,PCT012H146,PCT012H147,PCT012H148,PCT012H149,PCT012H150,PCT012H151,PCT012H152,PCT012H153,PCT012H154,PCT012H155,PCT012H156,PCT012H157,PCT012H158,PCT012H159,PCT012H160,PCT012H161,PCT012H162,PCT012H163,PCT012H164,PCT012H165,PCT012H166,PCT012H167,PCT012H168,PCT012H169,PCT012H170,PCT012H171,PCT012H172,PCT012H173,PCT012H174,PCT012H175,PCT012H176,PCT012H177,PCT012H178,PCT012H179,PCT012H180,PCT012H181,PCT012H182,PCT012H183,PCT012H184,PCT012H185,PCT012H186,PCT012H187,PCT012H188,PCT012H189,PCT012H190,PCT012H191,PCT012H192,PCT012H193,PCT012H194,PCT012H195,PCT012H196,PCT012H197,PCT012H198,PCT012H199,PCT012H200,PCT012H201,PCT012H202,PCT012H203,PCT012H204,PCT012H205,PCT012H206,PCT012H207,PCT012H208,PCT012H209
uSF1,TX,000,36,628471,393,195,7,2,3,6,1,4,3,2,2,1,1,0,2,3,3,3,1,3,0,7,3,6,5,4,11,9,8,2,12,4,6,4,5,2,6,4,6,1,0,6,3,2,2,4,1,2,2,3,3,1,2,2,1,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,7,3,4,0,2,3,0,1,1,1,1,2,3,6,2,2,3,2,3,5,6,4,9,3,6,9,4,9,4,9,7,5,4,2,4,6,3,9,5,2,5,1,0,4,1,2,3,1,1,3,0,4,3,2,1,0,1,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628475,542,276,8,8,5,8,10,3,5,4,3,1,3,1,1,2,1,1,0,1,4,1,1,7,8,12,9,8,8,8,10,7,12,14,8,11,9,8,4,8,1,4,6,4,2,2,2,5,2,3,3,1,0,1,4,3,0,0,0,1,2,1,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,6,4,10,1,2,3,0,2,5,4,2,0,4,2,0,1,1,1,2,7,7,8,7,7,15,20,16,15,3,10,11,8,3,5,4,2,3,6,3,4,4,1,3,2,2,5,3,1,1,2,3,3,1,5,1,1,3,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628480,1099,580,18,17,16,16,15,10,10,7,15,8,7,7,1,4,3,4,7,7,15,15,22,20,21,22,17,13,23,11,21,22,14,14,13,10,7,4,9,9,9,8,2,4,6,10,2,6,8,4,8,6,7,3,2,4,2,2,2,3,3,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,20,9,13,12,11,10,16,8,8,8,11,8,2,6,9,7,10,5,15,8,16,21,16,14,22,11,28,13,13,17,9,11,8,11,6,10,13,1,3,7,4,6,4,5,3,3,2,8,2,4,3,0,2,1,2,2,4,2,1,2,1,3,1,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628483,999,538,13,14,8,14,11,17,14,10,17,12,11,11,7,3,5,8,6,8,5,13,21,16,11,25,24,14,10,12,13,4,21,13,11,15,8,8,10,16,9,6,4,2,10,7,3,3,1,2,4,1,4,3,1,1,3,1,0,2,0,0,1,1,1,0,1,2,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,15,11,16,9,7,9,9,5,8,8,6,8,14,4,7,8,12,12,11,10,11,13,10,7,12,17,10,18,13,13,9,8,9,13,6,19,8,8,5,5,3,3,3,6,3,2,1,1,4,2,2,4,2,3,3,0,0,3,2,1,0,1,0,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628486,645,347,15,8,7,14,4,8,9,4,5,4,4,5,6,3,7,4,4,8,11,6,6,10,9,7,5,10,12,7,8,9,12,8,3,6,6,6,5,3,5,6,1,3,2,3,6,3,0,8,3,2,5,1,3,4,0,0,0,2,3,1,0,3,1,3,0,2,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,1,1,7,7,9,6,9,7,3,5,8,8,6,9,7,5,10,6,4,9,5,6,6,5,6,8,4,8,7,5,6,5,2,5,5,5,6,2,2,3,9,6,4,1,1,2,3,2,4,1,1,2,5,1,2,1,2,1,2,2,1,1,2,3,1,1,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628491,271,124,2,5,2,2,1,2,2,4,3,0,4,4,4,2,5,5,6,5,1,3,0,2,0,1,0,1,1,2,1,2,2,0,2,2,2,2,1,2,1,1,2,3,4,0,3,2,3,4,0,0,1,1,1,2,1,1,2,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,2,3,4,2,0,1,0,2,3,7,3,4,0,2,3,2,4,5,4,0,2,1,1,2,1,3,3,3,3,4,2,0,2,2,4,2,4,1,6,1,2,5,4,2,8,3,3,6,2,1,1,1,1,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628494,364,200,5,1,10,7,5,8,6,5,2,2,5,4,8,3,5,5,5,3,7,3,5,1,4,1,2,1,0,5,3,3,2,5,2,4,3,5,2,3,1,6,2,4,4,1,1,3,2,5,2,2,2,1,1,2,1,0,1,0,0,1,0,1,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,5,8,2,9,1,3,4,3,4,0,1,4,3,2,3,3,5,2,3,1,1,3,1,0,1,1,1,3,6,6,1,3,5,4,5,1,4,5,1,2,5,4,2,2,4,1,2,3,1,1,1,0,1,1,2,3,2,2,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628498,270,145,3,5,1,0,3,1,1,3,3,2,2,1,1,1,3,1,1,0,3,5,2,0,3,3,3,1,2,3,3,3,3,4,3,2,4,6,5,2,5,2,5,4,2,0,1,1,1,3,2,0,3,2,1,3,1,2,0,1,1,2,1,0,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,3,1,2,0,4,2,4,4,2,0,1,2,1,3,0,5,1,0,2,1,1,7,2,1,1,2,2,0,4,2,7,2,1,5,1,2,5,0,4,2,3,1,1,2,3,0,3,1,3,0,0,2,0,1,1,0,1,3,1,0,1,0,0,0,2,0,0,1,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628502,292,147,2,1,4,3,2,2,6,0,5,5,6,3,3,3,4,1,4,3,2,0,1,2,3,2,1,6,4,3,3,1,6,3,1,3,1,4,0,4,2,1,1,1,4,1,0,1,2,2,0,2,1,1,0,1,2,0,0,0,3,0,0,0,3,3,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,3,1,2,0,3,0,2,2,1,2,4,2,3,2,2,3,3,1,4,3,1,5,2,4,3,4,3,2,3,2,5,1,4,3,4,2,4,0,3,5,1,1,2,1,2,2,0,0,2,2,0,0,0,1,0,2,1,0,2,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628507,487,224,3,8,3,5,3,1,3,2,6,6,6,5,5,8,4,7,7,6,3,5,2,1,5,5,2,3,3,6,8,4,5,3,4,3,3,5,5,6,1,5,4,4,6,3,0,1,5,1,4,2,1,1,2,1,2,3,1,1,1,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,5,8,5,6,7,6,1,4,5,7,6,4,7,6,6,8,6,3,7,9,4,2,1,7,4,2,3,6,6,3,4,4,7,1,3,7,6,7,6,4,3,5,3,7,2,3,3,2,7,4,3,1,3,2,1,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628510,381,193,5,2,0,7,4,5,3,7,6,7,4,3,7,3,4,0,2,6,2,5,6,1,0,3,2,0,4,6,3,5,0,5,2,3,7,7,5,5,3,4,4,2,4,4,1,1,1,3,0,3,0,2,2,1,0,4,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,3,6,5,5,4,8,5,5,4,4,7,7,7,1,1,3,2,2,0,4,2,2,1,3,0,1,3,3,4,3,5,3,6,3,5,8,7,1,6,3,4,2,5,4,2,2,0,2,0,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628513,438,254,7,9,8,6,10,6,2,3,4,1,5,6,3,1,3,2,2,5,4,11,2,6,5,7,9,8,3,3,7,8,4,10,3,3,0,8,3,1,4,2,5,4,3,1,4,4,2,3,1,1,3,1,3,5,1,0,1,1,3,0,1,2,1,3,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,2,4,0,5,1,2,2,4,0,5,1,2,1,1,5,5,2,4,2,5,5,3,3,7,3,5,3,3,6,1,3,4,4,4,2,1,1,4,3,5,3,3,0,5,5,5,1,1,0,2,5,2,2,2,0,3,0,2,2,1,4,0,1,2,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
uSF1,TX,000,36,628516,455,230,8,9,4,8,6,2,2,4,1,8,5,2,6,6,3,6,9,6,4,3,4,4,3,3,4,4,3,7,5,3,2,4,2,4,3,3,6,1,1,5,1,2,8,4,2,4,3,3,3,5,2,0,1,2,2,2,1,2,0,0,0,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,4,7,4,4,2,4,3,7,3,2,4,2,3,5,3,6,4,3,1,9,9,7,7,5,6,3,5,0,2,4,4,2,3,2,4,3,6,7,5,3,0,4,1,4,3,4,3,2,4,4,2,2,5,0,3,3,0,1,0,2,0,2,1,2,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628521,109,49,1,0,1,1,1,0,0,0,0,1,3,1,1,1,0,0,1,2,1,0,0,2,0,1,0,0,0,2,0,2,0,0,2,1,2,1,1,0,1,2,0,2,0,2,0,0,0,2,0,1,1,0,0,0,0,1,2,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,0,1,0,1,1,1,3,2,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,1,0,2,0,1,1,1,1,1,2,0,1,3,1,1,0,2,4,0,0,0,0,2,3,0,1,0,4,2,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628524,1519,888,12,23,17,18,25,16,17,15,16,8,15,14,9,11,14,5,10,20,22,18,27,40,23,27,31,24,21,31,27,30,15,30,19,17,20,22,21,12,21,13,13,9,11,12,2,6,4,5,3,2,1,4,4,3,4,4,2,0,3,2,2,2,0,1,1,2,1,1,1,0,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,19,15,16,15,24,10,16,11,12,11,9,11,7,7,9,8,14,8,11,12,13,13,22,17,14,22,16,13,11,18,13,19,21,12,16,9,13,10,9,12,4,6,1,5,7,5,5,10,3,4,2,4,3,5,2,3,3,2,3,1,2,1,1,1,0,1,2,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628529,270,124,5,2,3,2,2,2,5,2,2,1,1,3,5,5,2,3,3,4,2,0,1,3,1,0,3,0,4,3,0,0,4,3,3,1,1,7,3,2,2,2,1,2,2,0,1,0,2,0,3,3,0,1,2,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146,7,10,2,6,2,2,3,2,3,4,4,5,3,3,6,0,5,1,2,3,0,1,0,0,1,1,4,0,1,4,1,1,5,2,2,1,5,1,4,4,0,4,4,1,3,1,2,1,3,0,0,0,1,2,2,1,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628535,611,306,6,11,14,10,7,4,10,7,4,5,9,1,6,7,4,4,5,6,7,3,5,10,9,4,7,9,4,8,8,4,8,4,4,5,5,6,4,7,2,6,3,1,5,5,1,4,4,2,1,1,2,4,0,4,1,1,1,1,1,0,2,1,0,0,0,1,0,2,1,0,0,2,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,7,10,6,7,11,12,6,6,7,7,8,5,12,5,3,3,7,3,7,3,6,6,10,8,6,3,5,8,5,5,9,4,2,2,4,4,9,2,7,4,2,6,4,2,4,6,2,0,5,2,1,2,0,2,1,0,1,2,5,1,1,0,1,0,0,2,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628539,175,83,1,2,5,2,3,1,2,0,4,2,1,2,1,1,0,2,2,5,1,2,1,3,0,2,0,1,0,1,1,5,2,0,1,3,3,5,1,0,0,2,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,3,0,3,3,3,2,0,0,0,0,2,1,2,2,0,0,3,1,5,0,0,1,1,2,3,0,2,0,3,0,1,4,3,3,2,3,1,1,2,1,4,2,1,0,1,2,2,0,0,1,0,1,1,2,1,1,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628543,521,280,4,10,5,7,4,4,7,6,0,6,5,8,9,1,8,4,8,5,6,11,6,6,1,1,3,4,16,12,9,3,6,2,7,7,4,12,6,3,3,4,2,2,6,4,3,1,4,0,0,3,1,3,1,2,5,0,1,1,0,0,0,1,0,1,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,9,6,2,8,7,4,2,3,3,5,6,4,5,6,3,5,5,4,7,4,3,4,2,6,5,5,4,8,3,1,3,6,4,6,3,11,6,2,5,3,2,4,6,6,1,3,2,4,2,2,1,0,1,2,1,1,3,2,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628549,1003,572,25,9,13,18,6,8,9,9,4,9,9,6,10,4,8,2,10,15,17,19,17,26,17,30,24,20,15,28,17,20,14,16,15,6,10,4,6,6,8,7,3,6,4,1,2,2,6,4,2,2,1,3,0,2,0,0,2,2,4,1,1,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,12,16,11,11,8,13,15,7,8,8,5,6,4,7,3,7,5,9,4,11,12,10,13,13,9,12,13,10,14,9,13,15,6,6,8,6,4,9,4,9,3,5,3,4,3,3,3,3,8,1,3,1,3,2,1,0,2,2,3,0,1,0,1,0,1,2,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628555,851,451,21,18,18,13,9,6,13,12,13,17,8,9,11,7,4,3,7,6,8,7,6,2,10,4,6,10,10,7,12,9,10,9,10,12,9,8,9,11,8,8,3,7,4,10,3,7,5,1,2,3,2,1,8,1,0,3,0,1,1,1,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,9,8,7,13,14,6,9,11,10,4,16,9,8,7,10,11,8,6,9,8,3,8,8,9,6,4,5,9,6,11,12,10,8,8,8,5,8,6,11,2,8,3,2,5,4,6,5,2,0,3,2,2,3,2,2,3,3,2,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628559,608,321,7,7,12,7,8,6,9,6,4,4,8,5,6,4,1,8,2,10,6,5,3,15,9,4,10,5,4,3,10,7,7,9,4,5,8,9,5,8,11,5,3,3,3,0,1,3,4,5,4,1,1,5,3,0,1,3,1,0,2,2,2,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,9,12,5,6,7,7,10,6,9,4,5,3,7,4,7,2,2,6,6,6,7,5,9,4,5,5,5,8,6,7,5,5,6,7,7,3,6,1,8,3,1,5,1,4,3,5,5,1,3,0,3,3,2,4,1,2,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628566,673,325,3,2,4,6,6,5,6,5,4,13,5,4,4,4,7,7,1,10,5,0,5,6,3,2,10,6,8,4,6,8,6,8,4,9,6,7,8,3,9,9,5,4,6,9,3,6,3,8,5,4,2,5,6,4,2,1,5,2,1,1,1,2,0,0,1,1,2,0,1,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,348,7,3,6,6,9,4,4,6,5,15,6,6,11,5,6,9,5,6,3,5,2,3,6,1,4,5,4,5,8,7,12,8,8,9,5,10,9,10,4,10,7,5,7,6,15,3,5,5,7,4,3,0,3,1,2,0,1,2,0,2,3,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628572,768,388,13,5,11,8,5,5,13,9,13,7,14,9,8,3,8,7,6,7,9,10,5,3,10,5,2,8,6,4,7,2,11,13,7,13,5,13,6,7,8,9,3,8,6,4,2,5,4,3,2,6,0,0,3,1,0,1,2,1,2,1,0,0,2,2,0,2,4,2,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,4,2,4,13,8,5,5,14,12,11,16,11,4,16,14,6,7,8,6,4,4,3,6,9,7,6,6,5,7,8,5,4,11,5,8,9,8,10,1,9,10,6,3,3,7,5,3,3,0,2,3,3,2,1,0,2,2,1,0,2,1,2,1,1,4,1,2,1,1,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628577,406,202,5,6,3,4,5,3,3,3,4,5,2,2,3,2,2,3,2,3,3,2,3,1,5,4,4,6,3,8,11,4,5,6,3,9,4,3,3,5,5,3,1,4,4,2,1,1,3,3,1,2,3,1,1,2,1,1,2,2,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,5,7,2,4,3,7,2,1,2,1,4,4,2,2,6,2,4,3,1,1,0,0,3,10,5,4,9,3,4,2,5,5,3,2,10,6,3,1,0,6,4,2,5,2,0,3,4,3,1,3,6,1,3,3,2,4,0,2,0,3,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628580,405,199,5,5,3,6,2,3,3,3,7,6,3,4,4,3,1,2,2,1,6,4,3,2,5,3,5,7,1,6,2,6,2,4,3,3,4,9,6,5,2,6,8,5,4,1,2,4,0,3,1,1,1,3,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,6,6,7,4,7,2,4,2,3,5,4,5,9,2,3,5,6,4,7,1,4,0,3,1,2,5,4,4,6,2,2,5,4,4,9,6,2,3,5,3,2,5,3,2,2,2,3,0,0,5,1,1,1,3,1,1,1,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628584,420,200,5,4,8,5,3,4,2,3,2,4,0,7,3,1,5,5,2,6,1,2,3,5,5,7,6,13,5,3,1,3,6,3,3,2,4,0,10,2,3,5,1,4,5,3,1,1,3,3,3,0,3,3,1,0,0,1,1,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,5,8,3,5,6,4,2,4,2,3,2,3,2,3,4,6,2,1,2,2,4,6,6,4,1,5,3,4,3,6,7,3,4,5,8,1,7,4,5,6,5,3,5,3,3,3,1,1,5,1,1,0,0,5,0,0,0,2,3,0,2,1,0,1,1,2,1,0,1,0,0,1,0,0,0,2,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628588,649,335,8,7,8,3,3,5,10,8,8,4,6,6,5,5,6,8,5,4,7,4,2,2,3,6,7,9,5,8,4,10,8,9,8,9,9,15,4,6,7,5,7,7,4,3,5,2,5,1,2,4,1,5,5,3,2,3,2,3,3,2,1,0,1,2,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,5,9,12,9,5,8,10,3,6,6,4,3,1,7,1,4,5,10,3,5,6,6,6,3,7,5,5,6,6,7,11,9,5,9,7,4,8,1,5,5,2,2,5,4,4,2,2,4,3,5,3,5,1,1,5,4,3,1,0,1,1,2,2,2,3,0,0,2,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
